Function,Total_Syscalls,Total_Syscalls_Success,Total_Syscalls_Failed,Min,Max,Average,Stdev,Failure,Context,Increase
__close,394,382,12,0,0.045000001,0.001604061,0.003164785,0.054794521,0.030456853,0.024337668
getifaddrs_internal,16488,16358,130,0,99782.628,98.00356605,1391.685272,0.018652455,0.007884522,0.010767933
g_malloc,15,13,2,0.000999997,13.208,1.713533334,4.232272133,0.142857143,0.133333333,0.00952381
getifaddrs_internal,130,129,1,0.029999999,6.973,0.143615385,0.607851068,0.007751938,0.007692308,5.96E-05
start_thread,190674,190371,303,0,63291.822,9.150051082,408.7953497,0.0015891,0.0015891,0
__resolv_conf_allocate,6,0,6,0.01,0.016000002,0.012,0.002190891,1,1,0
__libc_recvfrom,157,67,90,0,0.026999998,0.003535032,0.002964596,0.573248408,0.573248408,0
pthread_cond_signal@@GLIBC_2.3.2,12446,12432,14,0.000999997,5375.179,1.85571059,78.43346946,0.001124859,0.001124859,0
__libc_send,656,629,27,0.001,1.529999998,0.030001524,0.062721571,0.041158537,0.041158537,0
__libc_recv,7423,7416,7,0.000999997,67.566,0.023632224,0.928375065,0.000943015,0.000943015,0
putenv,18876,18862,14,0,18983.024,2.541378364,156.2270959,0.000741683,0.000741683,0
pthread_cond_broadcast@@GLIBC_2.3.2,575,269,306,0.001,0.057000001,0.005565217,0.004273593,0.532173913,0.532173913,0
__restore_rt,170,0,170,0,0,0,0,1,1,0
start_thread,6,0,6,0.001,0.003000001,0.001833334,0.000752773,1,1,0
__libc_pwrite64,4,0,4,0.007999999,0.011,0.008999999,0.001414214,1,1,0
re_search_stub,133,118,15,0.000999997,0.021,0.001924812,0.002457592,0.112781955,0.112781955,0
start_thread,11,0,11,0,0,0,0,1,1,0
pthread_cond_signal@@GLIBC_2.3.2,20,8,12,0,30.61,11.78495,8.807387087,0.6,0.6,0
_XReply,3,2,1,0.006000002,40.758,13.95233333,23.22074969,0.333333333,0.333333333,0
__libc_sendto,50,11,39,0.008999999,0.136999999,0.03438,0.022712839,0.78,0.78,0
re_search_stub,10,9,1,0,73003.11,7463.969,23028.19695,0.1,0.1,0
__obstack_printf_chk,20,0,20,0.001999997,0.005000002,0.0035,0.001051315,1,1,0
g_malloc0,1,0,1,0.201999999,0.201999999,0,0,1,1,0
ruserok2_sa,5,0,5,0.005000002,0.011,0.0074,0.002302173,1,1,0
__strcasecmp_l_sse42,11,9,2,0.001,0.346000001,0.053272727,0.117970413,0.181818182,0.181818182,0
gaih_inet.constprop.0,5,3,2,0,64.73,19.6218,29.06482137,0.4,0.4,0
__strcpy_sse2_unaligned,9,0,9,0.003999998,0.007999999,0.00611111,0.001536591,1,1,0
__nptl_set_robust,5,0,5,0.001,0.002000001,0.0018,0.000447213,1,1,0
do_lookup_x,88,87,1,0.000999997,17.926,0.209159091,1.910332744,0.011363636,0.011363636,0
do_lookup_x,5,0,5,0.003999998,0.007999999,0.0054,0.00167332,1,1,0
strcmp,92,0,92,0.000999997,0.003000001,0.001728261,0.000613103,1,1,0
strcmp,369,364,5,0.029999999,28.461,0.242165311,1.821897826,0.013550136,0.013550136,0
strcmp,92,0,92,0.000999997,0.005000002,0.002032609,0.000733067,1,1,0
do_lookup_x,148,47,101,0.000999997,0.018000002,0.004087838,0.002774836,0.682432432,0.682432432,0
do_lookup_x,199,178,21,0.000999997,0.055,0.005422111,0.010446724,0.105527638,0.105527638,0
strcmp,5,0,5,0.013999997,0.024999998,0.019399999,0.003974921,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.002000001,0.002000001,0,0,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.001,0.001,0,0,1,1,0
putenv,1729,1718,11,0,63.397,0.143103528,2.050525615,0.006362059,0.006362059,0
__pthread_clockjoin_ex,1,0,1,1.187000002,1.187000002,0,0,1,1,0
start_thread,24,0,24,0.000999997,0.005000002,0.001666666,0.000916832,1,1,0
start_thread,3822,3802,20,0,36546.107,50.9893561,931.8646313,0.005232862,0.005232862,0
start_thread,4,0,4,0,0,0,0,1,1,0
do_lookup_x,30,15,15,0.002000001,0.018999999,0.0063,0.004793314,0.5,0.5,0
__strncasecmp_l_sse42,81,79,2,0.035000001,111.409,1.827901235,12.81066524,0.024691358,0.024691358,0
_dl_name_match_p,8,7,1,0.002000001,0.022,0.00625,0.006497252,0.125,0.125,0
pthread_cond_broadcast@@GLIBC_2.3.2,1,0,1,0.007999999,0.007999999,0,0,1,1,0
a64l,3,2,1,0.002000001,0.008000003,0.004000001,0.003464103,0.333333333,0.333333333,0
do_lookup_x,64,0,64,0.000999997,0.006999999,0.001828125,0.000864736,1,1,0
__re_match_2,6,4,2,0,0.046999998,0.015666667,0.021125024,0.333333333,0.333333333,0
__resolv_conf_allocate,1,0,1,0.011,0.011,0,0,1,1,0
__libc_send,4,1,3,0.002000001,0.011,0.00775,0.004031129,0.75,0.75,0
__res_iclose,1,0,1,0.008999999,0.008999999,0,0,1,1,0
pthread_cond_signal@@GLIBC_2.3.2,328,322,6,0.001,0.200999999,0.00579878,0.011233785,0.018292683,0.018292683,0
__re_search,7,5,2,0.002999997,0.179000002,0.062142858,0.072448669,0.285714286,0.285714286,0
resolv_conf_matches,2,0,2,0.004999998,0.007000002,0.006,0.001414217,1,1,0
do_lookup_x,88,15,73,0.001,0.032,0.005022727,0.003651412,0.829545455,0.829545455,0
do_lookup_x,5,0,5,0.004000001,0.006000002,0.0052,0.00083666,1,1,0
strcmp,90,0,90,0.000999997,0.003000001,0.0015,0.000545667,1,1,0
strcmp,360,358,2,0.029999999,109.875,0.374469444,5.806166691,0.005555556,0.005555556,0
strcmp,90,0,90,0.000999997,0.004000001,0.002011111,0.000485624,1,1,0
do_lookup_x,148,55,93,0.001,0.023000001,0.003587838,0.002206758,0.628378378,0.628378378,0
do_lookup_x,195,174,21,0.000999997,0.081000002,0.005620513,0.011650388,0.107692308,0.107692308,0
strcmp,5,0,5,0.015000001,0.018999999,0.0176,0.001949358,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.002000001,0.002000001,0,0,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.001999997,0.001999997,0,0,1,1,0
putenv,1208,1207,1,0,1532.203,1.312418874,44.09348514,0.000827815,0.000827815,0
__pthread_clockjoin_ex,1,0,1,21.557,21.557,0,0,1,1,0
start_thread,21,0,21,0.001,0.003000001,0.001761905,0.000538958,1,1,0
start_thread,4720,4697,23,0,38481.899,43.63394555,859.9311268,0.004872881,0.004872881,0
start_thread,1,0,1,0,0,0,0,1,1,0
do_lookup_x,26,12,14,0.001999997,0.018999999,0.005807692,0.003929573,0.538461538,0.538461538,0
__strncasecmp_l_sse42,79,14,65,0.035999998,0.203,0.056341772,0.039241163,0.82278481,0.82278481,0
_dl_name_match_p,8,5,3,0.001999997,0.018999999,0.005874999,0.005642631,0.375,0.375,0
__validuser2_sa,15,0,15,0.000999997,0.002000001,0.0012,0.00041404,1,1,0
pthread_cond_broadcast@@GLIBC_2.3.2,1,0,1,0.005999998,0.005999998,0,0,1,1,0
a64l,3,2,1,0.003000001,0.211000002,0.082333335,0.112433685,0.333333333,0.333333333,0
do_lookup_x,64,0,64,0.001,0.004000001,0.001859375,0.000709733,1,1,0
__re_match_2,6,4,2,0.001,0.043999997,0.015499999,0.02002748,0.333333333,0.333333333,0
__resolv_conf_allocate,1,0,1,0.01,0.01,0,0,1,1,0
__libc_send,4,2,2,0.002000001,0.010000003,0.00625,0.004349331,0.5,0.5,0
pthread_cond_signal@@GLIBC_2.3.2,224,221,3,0.001,0.194,0.005683036,0.012907483,0.013392857,0.013392857,0
__res_iclose,1,0,1,0.007999999,0.007999999,0,0,1,1,0
XML_GetBuffer,7,5,2,0.002000001,0.137999999,0.042714285,0.051259843,0.285714286,0.285714286,0
__obstack_printf_chk,2,0,2,0.003000001,0.003999998,0.003499999,0.000707104,1,1,0
__libc_lseek64,1,0,1,0.001999997,0.001999997,0,0,1,1,0
resolv_conf_matches,2,0,2,0.005000002,0.007999999,0.0065,0.002121318,1,1,0
__obstack_printf_chk,2,1,1,0.002000001,0.004999998,0.003499999,0.002121318,0.5,0.5,0
__libc_lseek64,1,0,1,0.002000001,0.002000001,0,0,1,1,0
do_lookup_x,88,87,1,0.000999997,61.13,0.723534091,6.516821074,0.011363636,0.011363636,0
do_lookup_x,5,0,5,0.004999998,0.007999999,0.005799999,0.00130384,1,1,0
strcmp,369,363,6,0,46.74,0.320685637,2.776333027,0.016260163,0.016260163,0
strcmp,92,0,92,0.001,0.004000001,0.00201087,0.000502621,1,1,0
do_lookup_x,148,147,1,0.001,6.968000002,0.051425676,0.572414603,0.006756757,0.006756757,0
do_lookup_x,199,181,18,0.000999997,0.404999999,0.008854271,0.033433846,0.090452261,0.090452261,0
strcmp,5,0,5,0.014999998,0.017999999,0.016999999,0.001224745,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.001999997,0.001999997,0,0,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.002000001,0.002000001,0,0,1,1,0
getifaddrs_internal,116,65,51,0.028999999,0.248,0.07837069,0.057749915,0.439655172,0.439655172,0
putenv,603,599,4,0,30.196,0.160958541,1.840026257,0.006633499,0.006633499,0
__pthread_clockjoin_ex,1,0,1,22.959,22.959,0,0,1,1,0
start_thread,17,0,17,0.001,0.002999997,0.001647059,0.000606339,1,1,0
start_thread,1784,1783,1,0,59345.97,33.94714462,1405.075774,0.000560538,0.000560538,0
getifaddrs_internal,23,0,23,0.002999997,0.011,0.005695652,0.002636023,1,1,0
start_thread,1,0,1,0,0,0,0,1,1,0
do_lookup_x,30,14,16,0.001999997,0.022,0.006033333,0.004802896,0.533333333,0.533333333,0
__strncasecmp_l_sse42,81,0,81,0.034999997,0.180999999,0.047839506,0.026957122,1,1,0
_dl_name_match_p,8,7,1,0.002000001,0.024999998,0.0065,0.007615772,0.125,0.125,0
__validuser2_sa,14,0,14,0.000999997,0.003000001,0.001642857,0.000633324,1,1,0
pthread_cond_broadcast@@GLIBC_2.3.2,1,0,1,0.005000002,0.005000002,0,0,1,1,0
a64l,3,2,1,0.002000001,0.007999999,0.004,0.003464101,0.333333333,0.333333333,0
do_lookup_x,64,0,64,0.000999997,0.004999998,0.001890625,0.000669451,1,1,0
__re_match_2,6,4,2,0.000999997,0.045000001,0.015333333,0.019490169,0.333333333,0.333333333,0
__resolv_conf_allocate,1,0,1,0.014000001,0.014000001,0,0,1,1,0
__libc_send,4,0,4,0.004999998,0.011999997,0.008,0.003162277,1,1,0
__res_iclose,1,0,1,0.007999999,0.007999999,0,0,1,1,0
pthread_cond_signal@@GLIBC_2.3.2,23,5,18,0.001,0.008999999,0.004173914,0.002103075,0.782608696,0.782608696,0
XML_GetBuffer,7,5,2,0.001999997,0.219999998,0.080142857,0.097839032,0.285714286,0.285714286,0
resolv_conf_matches,2,0,2,0.004999998,0.007999999,0.006499999,0.002121321,1,1,0
do_lookup_x,88,9,79,0.001,0.019999999,0.004954545,0.002616961,0.897727273,0.897727273,0
do_lookup_x,5,0,5,0.004000001,0.007999999,0.006,0.001581138,1,1,0
strcmp,369,368,1,0.029999999,24.552,0.113718157,1.276223438,0.002710027,0.002710027,0
strcmp,92,0,92,0.000999997,0.003000001,0.001793478,0.000481254,1,1,0
do_lookup_x,148,3,145,0.001,0.008999999,0.003364865,0.001400431,0.97972973,0.97972973,0
do_lookup_x,199,198,1,0.000999997,20.304,0.107115578,1.438987604,0.005025126,0.005025126,0
strcmp,5,0,5,0.012,0.022,0.0172,0.003701351,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.002000001,0.002000001,0,0,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.000999997,0.000999997,0,0,1,1,0
getifaddrs_internal,116,115,1,0.029999999,32.191,0.365715517,2.981452811,0.00862069,0.00862069,0
putenv,595,591,4,0,26.971,0.100964706,1.353986067,0.006722689,0.006722689,0
__pthread_clockjoin_ex,1,0,1,2.787999998,2.787999998,0,0,1,1,0
start_thread,17,0,17,0.001,0.002999997,0.001647059,0.000701887,1,1,0
start_thread,1302,1301,1,0,59664.431,48.13899693,1653.795971,0.000768049,0.000768049,0
__validuser2_sa,18,0,18,0.001,0.003000001,0.001944444,0.000639138,1,1,0
start_thread,1,0,1,0,0,0,0,1,1,0
do_lookup_x,30,16,14,0.001999997,0.023000001,0.006266667,0.005258382,0.466666667,0.466666667,0
__strncasecmp_l_sse42,81,80,1,0.034999997,146.258,2.049864198,16.31522447,0.012345679,0.012345679,0
_dl_name_match_p,8,5,3,0.002000001,0.019000003,0.005875001,0.005617257,0.375,0.375,0
__validuser2_sa,14,0,14,0.000999997,0.002000001,0.001357143,0.000497245,1,1,0
pthread_cond_broadcast@@GLIBC_2.3.2,1,0,1,0.008999999,0.008999999,0,0,1,1,0
a64l,3,2,1,0.002000001,0.014000001,0.006333334,0.006658328,0.333333333,0.333333333,0
do_lookup_x,64,0,64,0.001,0.004999998,0.001796875,0.00064684,1,1,0
__re_match_2,6,4,2,0.001,0.039999999,0.0145,0.018447222,0.333333333,0.333333333,0
__resolv_conf_allocate,1,0,1,0.012,0.012,0,0,1,1,0
__libc_send,4,2,2,0.002000001,0.011,0.00525,0.004031129,0.5,0.5,0
do_lookup_x,88,14,74,0.001,0.023000001,0.005852273,0.003801209,0.840909091,0.840909091,0
do_lookup_x,5,0,5,0.002999997,0.005999998,0.004399999,0.001140175,1,1,0
strcmp,369,367,2,0.029999999,42.383,0.177807588,2.215952226,0.005420054,0.005420054,0
do_lookup_x,148,43,105,0.001,0.026000002,0.004060811,0.002942132,0.709459459,0.709459459,0
do_lookup_x,199,176,23,0.000999997,0.221000002,0.007145729,0.019708068,0.115577889,0.115577889,0
strcmp,5,0,5,0.014000001,0.021,0.0184,0.00320936,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.002000001,0.002000001,0,0,1,1,0
__pthread_initialize_minimal_internal,1,0,1,0.002000001,0.002000001,0,0,1,1,0
getifaddrs_internal,116,114,2,0.028999999,3.144000002,0.11037069,0.292826868,0.017241379,0.017241379,0
putenv,602,601,1,0,15.266,0.043710964,0.622315524,0.00166113,0.00166113,0
start_thread,17,0,17,0.000999997,0.003000001,0.001411765,0.000712287,1,1,0
start_thread,1755,1754,1,0,59446.901,35.49548148,1419.438694,0.000569801,0.000569801,0
__validuser2_sa,19,0,19,0.000999997,0.003000001,0.001736842,0.000561952,1,1,0
start_thread,1,0,1,0,0,0,0,1,1,0
do_lookup_x,30,15,15,0.001999997,0.024000001,0.005966667,0.005109041,0.5,0.5,0
__strncasecmp_l_sse42,81,41,40,0.036000001,0.204,0.057728395,0.040903549,0.49382716,0.49382716,0
_dl_name_match_p,8,7,1,0.002000001,0.024000001,0.006625,0.007190023,0.125,0.125,0
__res_iclose,1,0,1,0.007999999,0.007999999,0,0,1,1,0
pthread_cond_signal@@GLIBC_2.3.2,17,16,1,0.002000001,424.703,24.98917647,103.0038947,0.058823529,0.058823529,0
XML_GetBuffer,7,5,2,0.002000001,0.157000002,0.044285714,0.056372909,0.285714286,0.285714286,0
__validuser2_sa,14,0,14,0.000999997,0.002000001,0.001357143,0.000497245,1,1,0
pthread_cond_broadcast@@GLIBC_2.3.2,1,0,1,0.005999998,0.005999998,0,0,1,1,0
a64l,3,2,1,0.002000001,0.008000003,0.004000001,0.003464103,0.333333333,0.333333333,0
do_lookup_x,64,0,64,0.000999997,0.004000001,0.0018125,0.00058757,1,1,0
__re_match_2,6,4,2,0.000999997,0.047999998,0.016,0.021279098,0.333333333,0.333333333,0
pthread_cond_signal@@GLIBC_2.3.2,9,8,1,0.013000001,136.851,24.11155556,42.80960822,0.111111111,0.111111111,0
resolv_conf_matches,2,0,2,0.004999998,0.006999999,0.005999998,0.001414214,1,1,0
__resolv_conf_allocate,1,0,1,0.008999999,0.008999999,0,0,1,1,0
__libc_send,4,0,4,0.004999998,0.01,0.00675,0.002362908,1,1,0
__res_iclose,1,0,1,0.007999999,0.007999999,0,0,1,1,0
pthread_cond_signal@@GLIBC_2.3.2,20,19,1,0.001,0.048999998,0.00665,0.010199458,0.05,0.05,0
XML_GetBuffer,7,5,2,0.003000001,0.16,0.049000001,0.060484157,0.285714286,0.285714286,0
resolv_conf_matches,2,0,2,0.005999998,0.006999999,0.006499999,0.000707107,1,1,0
pthread_cond_signal@@GLIBC_2.3.2,4,2,2,0.017999999,27.017,13.48725,11.20872813,0.5,0.5,0
re_search_stub,25,10,15,0.000999997,0.006999999,0.00192,0.001255654,0.6,0.6,0
ether_hostton,28157,28063,94,0,58179.798,15.18318184,556.8285839,0.003285871,0.003338424,-5.26E-05
__libc_recvmsg,36778,36769,9,0,8137.419,0.588551118,61.55677247,0.000175462,0.000244712,-6.92E-05
nsTimerEvent::Run,3904,3903,1,0,6300.226,1.76622208,100.8590581,0,0.000256148,-0.000256148
"mozilla::detail::RunnableFunction<mozilla::psm::NSSCertDBTrustDomain::GetCertTrust(mozilla::pkix::EndEntityOrCA, mozilla::pkix::CertPolicyId const&, mozilla::pkix::Input, mozilla::pkix::TrustLevel&)::$_1>::Run",3585,3584,1,0.000999997,2891.005,0.854803905,48.29561937,0,0.00027894,-0.00027894
__libc_read,17881,17874,7,0,26081.223,1.906211118,196.7506845,0,0.000391477,-0.000391477
sqlite3_step,10446,10441,5,0,7311.571,1.118571511,76.97427925,0,0.000478652,-0.000478652
mozilla::storage::Connection::stepStatement,1931,1930,1,0,7311.571,4.190038322,166.4385658,0,0.000517866,-0.000517866
MessageLoop::Run,1899,1898,1,0,59345.97,31.91609479,1361.867522,0,0.000526593,-0.000526593
set_alt_signal_stack_and_start,1765,1764,1,0,59345.97,34.31255921,1412.618085,0,0.000566572,-0.000566572
set_alt_signal_stack_and_start,1736,1735,1,0,59446.901,35.8839326,1427.184788,0,0.000576037,-0.000576037
non-virtual thunk to nsBaseAppShell::OnDispatchedEvent(),9859,9853,6,0,5948.941,0.816088244,61.17306665,0,0.000608581,-0.000608581
google_breakpad::MemoryMappedFile::Map,16386,16376,10,0,17.106,0.007223178,0.234797545,0,0.000610277,-0.000610277
nssToken_FindTrustForCertificate,4897,4894,3,0,2891.005,0.673422095,41.41430125,0,0.00061262,-0.00061262
nssTrustDomain_FindTrustForCertificate,4897,4894,3,0,2891.005,0.673422095,41.41430125,0,0.00061262,-0.00061262
__validuser2_sa,545,230,315,0.000999997,0.020000003,0.001743119,0.001250027,0.577358491,0.577981651,-0.000623161
NSSTrustDomain_FindCertificateByEncodedCertificate,4766,4763,3,0.000999997,2891.005,0.678886697,41.92377642,0,0.000629459,-0.000629459
CERT_NewTempCertificate,4766,4763,3,0.000999997,2891.005,0.678886697,41.92377642,0,0.000629459,-0.000629459
mozilla::TaskController::ProcessPendingMTTask,7937,7932,5,0,5948.941,0.992969636,68.16743207,0,0.000629961,-0.000629961
_pt_root,1535,1534,1,0,458.745,0.311409772,11.70865472,0,0.000651466,-0.000651466
nsThread::ProcessNextEvent,18416,18404,12,0,18983.024,2.499051097,158.1462743,0,0.000651607,-0.000651607
mozilla::detail::RunnableFunction<mozilla::TaskController::InitializeInternal()::$_2>::Run,18190,18178,12,0,18983.024,2.521257339,159.1222129,0,0.000659703,-0.000659703
__libc_write,11794,11786,8,0,5948.941,0.690937935,55.93220995,0,0.000678311,-0.000678311
mozilla::RunnableTask::Run,10206,10199,7,0,18983.024,3.697483049,203.7357901,0,0.000685871,-0.000685871
mozilla::TaskController::ExecuteNextTaskOnlyMainThreadInternal,10164,10157,7,0,18983.024,3.706097599,204.155785,0,0.000688705,-0.000688705
mozilla::BackgroundHangThread::Notify,1452,1451,1,0.000999997,6.308,0.00714876,0.165507464,0,0.000688705,-0.000688705
nsThread::ThreadFunc,1416,1415,1,0,458.745,0.337149718,12.1907078,0,0.000706215,-0.000706215
MessageLoop::Run,1414,1413,1,0,59664.431,44.36231542,1586.952286,0,0.000707214,-0.000707214
nsThread::ProcessNextEvent,1408,1407,1,0,458.745,0.339054688,12.22528969,0,0.000710227,-0.000710227
__wcrtomb_chk,2797,2795,2,0,18983.024,9.485117268,384.6009805,0,0.000715052,-0.000715052
IPC::Channel::ChannelImpl::OnFileCanReadWithoutBlocking,11163,11155,8,0,8137.419,1.674564992,103.5733664,0,0.000716653,-0.000716653
mozilla::ipc::MessagePumpForNonMainThreads::Run,1378,1377,1,0,458.745,0.346318578,12.35764495,0,0.000725689,-0.000725689
mozilla::dom::PContentParent::SendCommitBrowsingContextTransaction,1354,1353,1,0.001,3177.163,2.46099483,86.355554,0,0.000738552,-0.000738552
nsBaseAppShell::Run,18876,18862,14,0,18983.024,2.541378364,156.2270959,0,0.000741683,-0.000741683
nsAppStartup::Run,18876,18862,14,0,18983.024,2.541378364,156.2270959,0,0.000741683,-0.000741683
XREMain::XRE_mainRun,18876,18862,14,0,18983.024,2.541378364,156.2270959,0,0.000741683,-0.000741683
XREMain::XRE_main,18876,18862,14,0,18983.024,2.541378364,156.2270959,0,0.000741683,-0.000741683
XRE_main,18876,18862,14,0,18983.024,2.541378364,156.2270959,0,0.000741683,-0.000741683
main,18876,18862,14,0,18983.024,2.541378364,156.2270959,0,0.000741683,-0.000741683
mozilla::SyncRunnable::Run,5378,5374,4,0.000999997,2891.005,0.614201376,39.46959127,0,0.000743771,-0.000743771
mozilla::ReadModuleInformation,1337,1336,1,0,458.745,0.35684742,12.545683,0,0.000747943,-0.000747943
mozilla::ProcessHangStackRunnable::Run,1337,1336,1,0,458.745,0.35684742,12.545683,0,0.000747943,-0.000747943
cert_createObject,1336,1335,1,0.000999997,2891.005,2.182438623,79.0948549,0,0.000748503,-0.000748503
nssPKIObjectCollection_GetCertificates,1336,1335,1,0.000999997,2891.005,2.182438623,79.0948549,0,0.000748503,-0.000748503
nssTrustDomain_FindCertificateByIssuerAndSerialNumber,1336,1335,1,0.000999997,2891.005,2.182438623,79.0948549,0,0.000748503,-0.000748503
nssTrustDomain_AddCertsToCache,1334,1333,1,0.000999997,2891.005,2.185707646,79.1541235,0,0.000749625,-0.000749625
nssTrust_GetCERTCertTrustForCert,1331,1330,1,0.000999997,2891.005,2.190630353,79.24327675,0,0.000751315,-0.000751315
stan_GetCERTCertificate,1331,1330,1,0.000999997,2891.005,2.190630353,79.24327675,0,0.000751315,-0.000751315
SharedLibraryAtPath,1331,1330,1,0,458.745,0.35841698,12.57392784,0,0.000751315,-0.000751315
mozilla::ipc::MessagePump::Run,18599,18585,14,0,18983.024,2.556228937,157.3819026,0,0.000752729,-0.000752729
SharedLibraryInfo::GetInfoForSelf,1316,1315,1,0,458.745,0.36237234,12.64538387,0,0.000759878,-0.000759878
mozilla::TaskController::ProcessPendingMTTask,10489,10481,8,0,18983.024,3.637095338,200.9832692,0,0.000762704,-0.000762704
mozilla::TaskController::DoExecuteNextTaskOnlyMainThreadInternal,10471,10463,8,0,18983.024,3.63989447,201.1558298,0,0.000764015,-0.000764015
__validuser2_sa,3881,3878,3,0,2891.005,0.845352229,46.52403356,0,0.000772997,-0.000772997
mozilla::layers::PCompositorManagerParent::OnMessageReceived,2567,2565,2,0,1829.121,0.780022984,36.12097589,0,0.00077912,-0.00077912
set_alt_signal_stack_and_start,1283,1282,1,0,59664.431,48.85185737,1665.995556,0,0.000779423,-0.000779423
event_process_active_single_queue,11514,11505,9,0,8137.419,1.876099444,102.0345664,0,0.000781657,-0.000781657
event_base_loop,11514,11505,9,0,8137.419,1.876099444,102.0345664,0,0.000781657,-0.000781657
base::MessagePumpLibevent::OnLibeventNotification,11437,11428,9,0,8137.419,1.888707004,102.3773797,0,0.00078692,-0.00078692
sqlite3VdbeExec,7538,7532,6,0,2891.005,0.468919607,33.41437765,0,0.000795967,-0.000795967
sqlite3BtreeBeginTrans,7533,7527,6,0,2891.005,0.469223948,33.42546453,0,0.000796495,-0.000796495
g_main_context_dispatch,9864,9856,8,0,1963.992,0.234185523,19.81435284,0,0.00081103,-0.00081103
main,1202,1201,1,0,1532.203,1.318920133,44.2033935,0,0.000831947,-0.000831947
google_breakpad::MemoryMappedFile::Map,16389,16375,14,0.000999997,16.416,0.010728415,0.314179345,0,0.000854231,-0.000854231
mozilla::layers::PWebRenderBridgeParent::OnMessageReceived,1151,1150,1,0,1829.121,1.692781929,53.93385541,0,0.00086881,-0.00086881
mozilla::ipc::MessagePumpForNonMainThreads::Run,51896,51850,46,0,19489.738,2.560873131,142.7349574,0,0.000886388,-0.000886388
ruserok,3307,3304,3,0,2006.279,0.659224675,34.91790613,0,0.000907167,-0.000907167
mozilla::net::nsSocketTransportService::Run,6501,6495,6,0.000999997,2891.005,0.552982772,35.93196944,0,0.000922935,-0.000922935
google_breakpad::FileID::ElfFileIdentifier,1066,1065,1,0,458.745,0.444531895,14.05012063,0,0.000938086,-0.000938086
nssToken_FindObjectsByTemplate,8327,8319,8,0,2891.005,0.434440255,31.795219,0,0.00096073,-0.00096073
find_objects,8313,8305,8,0,2891.005,0.433612895,31.82179893,0,0.000962348,-0.000962348
mozilla::net::CacheIOThread::ThreadFunc,5192,5187,5,0.000999997,10154.557,4.123700501,162.7971794,0,0.00096302,-0.00096302
NSC_FindObjectsInit,8306,8298,8,0,2891.005,0.433976403,31.83520439,0,0.000963159,-0.000963159
sdb_FindObjects,8298,8290,8,0,2891.005,0.431916727,31.85013328,0,0.000964088,-0.000964088
